,TITLE,YEAR,AUTHOR,CLASSIFIED_AUTHORS
0,Observation of moiré superlattices on twisted bilayer graphene by scanning microwave impedance microscopy,2020,"['OHLBERG, DOUGLAS A.  A. ', 'GONCALVES DO REGO, CASSIO', 'ADO JORIO DE VASCONCELOS', 'MEDEIROS-RIBEIRO, GILBERTO', 'GADELHA, ANDREIJ C. ', 'TAMIA, DIEGO', 'NETO, ELIEL G.  S. ', 'MIRANDA, DANIEL A. ', 'LEMOS, JESSICA S. ', 'SANTANA, FABIANO C. ', 'CAMPOS, LEONARDO C. ', 'RAMIREZ, JHONATTAN C. ']","['OHLBERG, DOUGLAS A.  A.  (externo)', 'GONCALVES DO REGO, CASSIO (docente)', 'ADO JORIO DE VASCONCELOS (docente)', 'MEDEIROS-RIBEIRO, GILBERTO (docente)', 'GADELHA, ANDREIJ C.  (externo)', 'TAMIA, DIEGO (externo)', 'NETO, ELIEL G.  S.  (externo)', 'MIRANDA, DANIEL A.  (externo)', 'LEMOS, JESSICA S.  (externo)', 'SANTANA, FABIANO C.  (externo)', 'CAMPOS, LEONARDO C.  (externo)', 'RAMIREZ, JHONATTAN C.  (docente)']"
1,Power- and Current-Based Control of Distributed Inverters in Low-Voltage Microgrids: Considerations in Relation to Classic Droop Control,2020,"['MARAFAO, FERNANDO P. ', 'ALONSO, AUGUSTO M.  S. ', 'GOTHNER, FREDRIK', 'TEDESCHI, ELISABETTA', 'DANILO IGLESIAS BRANDAO']","['MARAFAO, FERNANDO P.  (externo)', 'ALONSO, AUGUSTO M.  S.  (externo)', 'GOTHNER, FREDRIK (externo)', 'TEDESCHI, ELISABETTA (externo)', 'DANILO IGLESIAS BRANDAO (docente)']"
2,Classificação de Cargas em Microrredes Utilizando a Análise Relacional Grey e Fatores de Desempenho da Carga,2020,"['BRUNA RAFAELA PENIDO CONRADO', 'SIDELMO MAGALHAES SILVA', 'DANILO IGLESIAS BRANDAO', 'WESLEY ANGELINO SOUZA', 'ALEXANDRE MOREIRA', 'HELMO KELIS MORALES PAREDES']","['BRUNA RAFAELA PENIDO CONRADO (egresso(s/o))', 'SIDELMO MAGALHAES SILVA (docente)', 'DANILO IGLESIAS BRANDAO (docente)', 'WESLEY ANGELINO SOUZA (externo)', 'ALEXANDRE MOREIRA (egresso(s/o))', 'HELMO KELIS MORALES PAREDES (externo)']"
3,Análise da Viabilidade Técnico-Econômica para a Instalação de Condicionadores de QEE,2020,"['BRUNA RAFAELA PENIDO CONRADO', 'DANILO IGLESIAS BRANDAO', 'EDUARDO VERRI LIBERADO', 'WESLEY ANGELINO SOUZA', 'ALEXANDRE MOREIRA']","['BRUNA RAFAELA PENIDO CONRADO (egresso(s/o))', 'DANILO IGLESIAS BRANDAO (docente)', 'EDUARDO VERRI LIBERADO (externo)', 'WESLEY ANGELINO SOUZA (externo)', 'ALEXANDRE MOREIRA (egresso(s/o))']"
4,Comparação de Vida Útil entre Bancos de Baterias de Íon-lítio e Chumbo-ácido no Contexto da Compensação de Energia com Fotovoltaicos e Tarifa Branca,2020,"['BARBARA APARECIDA LEMES PAIXAO', 'DANILO IGLESIAS BRANDAO', 'NICOLAS T.  D.  FERNANDES', 'BRUNO MARCIANO LOPES', 'WADAED UTURBEY DA COSTA']","['BARBARA APARECIDA LEMES PAIXAO (egresso(s/o))', 'DANILO IGLESIAS BRANDAO (docente)', 'NICOLAS T.  D.  FERNANDES (discente(s/o))', 'BRUNO MARCIANO LOPES (discente)', 'WADAED UTURBEY DA COSTA (docente)']"
5,Set-Invariance Based Fuzzy Output Tracking Control for Vehicle Autonomous Driving under Uncertain Lateral Forces and Steering Constraints,2020,"['ANH-TU NGUYEN', 'GUERRA, THIERRY-MARIE', 'JAGAT RATH', 'HUI ZHANG', 'REINALDO MARTINEZ PALHARES']","['ANH-TU NGUYEN (externo)', 'GUERRA, THIERRY-MARIE (externo)', 'JAGAT RATH (externo)', 'HUI ZHANG (externo)', 'REINALDO MARTINEZ PALHARES (docente)']"
6,Dissipativity and Stability Recovery by Fault Hiding,2020,"['IURY VALENTE DE BESSA', 'VICENC PUIG', 'REINALDO MARTINEZ PALHARES']","['IURY VALENTE DE BESSA (discente)', 'VICENC PUIG (externo)', 'REINALDO MARTINEZ PALHARES (docente)']"
7,Fault Prognostics of Rolling Bearings Using a Hybrid Approach,2020,"['MURILO CESAR OSORIO CAMARGOS', 'IURY VALENTE DE BESSA', ""MARCOS FLAVIO SILVEIRA VASCONCELOS D'ANGELO"", 'REINALDO MARTINEZ PALHARES']","['MURILO CESAR OSORIO CAMARGOS (egresso(s/o))', 'IURY VALENTE DE BESSA (discente)', ""MARCOS FLAVIO SILVEIRA VASCONCELOS D'ANGELO (externo)"", 'REINALDO MARTINEZ PALHARES (docente)']"
8,MPC robusto para sistemas lineares com saltos Markovianos restrições em segundo momento,2020,"['ROSILEIDE DE OLIVEIRA LOPES', 'EDUARDO MAZONI ANDRADE MARCAL MENDES', 'ALESSANDRO DO NASCIMENTO VARGAS', 'REINALDO MARTINEZ PALHARES']","['ROSILEIDE DE OLIVEIRA LOPES (egresso(s/o))', 'EDUARDO MAZONI ANDRADE MARCAL MENDES (docente)', 'ALESSANDRO DO NASCIMENTO VARGAS (externo)', 'REINALDO MARTINEZ PALHARES (docente)']"
9,Robust quadcopter control with artificial vector fields,2020,"['ADRIANO M.  C.  REZENDE', 'VINICIUS MARIANO GONCALVES', 'ARTHUR H.  D.  NUNES', 'LUCIANO CUNHA DE ARAUJO PIMENTA']","['ADRIANO M.  C.  REZENDE (egresso(s/o))', 'VINICIUS MARIANO GONCALVES (docente)', 'ARTHUR H.  D.  NUNES (externo)', 'LUCIANO CUNHA DE ARAUJO PIMENTA (docente)']"
10,Segregation of Heterogeneous Swarms of Robots in Curves,2020,"['EDSON BERNARDES FERREIRA FILHO', 'LUCIANO CUNHA DE ARAUJO PIMENTA']","['EDSON BERNARDES FERREIRA FILHO (egresso(s/o))', 'LUCIANO CUNHA DE ARAUJO PIMENTA (docente)']"
11,Distributed Parameterized Predictive Control for Multi-robot Curve Tracking,2020,"['GABRIEL V.  PACHECO', 'LUCIANO CUNHA DE ARAUJO PIMENTA', 'GUILHERME VIANNA RAFFO']","['GABRIEL V.  PACHECO (egresso(s/o))', 'LUCIANO CUNHA DE ARAUJO PIMENTA (docente)', 'GUILHERME VIANNA RAFFO (docente)']"
12,Controle de robô para serviços de inspeção industrial utilizando campos vetoriais artificiais variantes no tempo,2020,"['ARTHUR H.  D.  NUNES', 'ALVARO R.  ARAUJO', 'MARIA L.  A.  ALVES', 'ADRIANO M.  C.  REZENDE', 'ISABELA B.  SILVA', 'LUCIANO CUNHA DE ARAUJO PIMENTA']","['ARTHUR H.  D.  NUNES (externo)', 'ALVARO R.  ARAUJO (externo)', 'MARIA L.  A.  ALVES (externo)', 'ADRIANO M.  C.  REZENDE (egresso(s/o))', 'ISABELA B.  SILVA (egresso(s/o))', 'LUCIANO CUNHA DE ARAUJO PIMENTA (docente)']"
13,MPC Based Feedback-Linearization Strategy of a Fixed-Wing UAV,2020,"['LEONARDO ANICIO ALVES PEREIRA', 'LUCIANO CUNHA DE ARAUJO PIMENTA', 'GUILHERME VIANNA RAFFO']","['LEONARDO ANICIO ALVES PEREIRA (discente)', 'LUCIANO CUNHA DE ARAUJO PIMENTA (docente)', 'GUILHERME VIANNA RAFFO (docente)']"
14,Near-field microwave microscopy and processing of nanostructured materials,2020,"['AVELINO, WELLINGTON O. ', 'LOPEZ, DIEGO C.  T. ', 'OHLBERG, DOUGLAS A.  A. ', 'GIRALDO, BRIAN', 'GUERRERO, JESUS A. ', 'RAMIREZ, JHONATTAN C. ', 'KOBAYASHI, NOBUHIKO P. ', 'REGO, CASSIO G. ', 'GILBERTO MEDEIROS RIBEIRO']","['AVELINO, WELLINGTON O.  (externo)', 'LOPEZ, DIEGO C.  T.  (egresso(s/o))', 'OHLBERG, DOUGLAS A.  A.  (externo)', 'GIRALDO, BRIAN (externo)', 'GUERRERO, JESUS A.  (externo)', 'RAMIREZ, JHONATTAN C.  (docente)', 'KOBAYASHI, NOBUHIKO P.  (externo)', 'REGO, CASSIO G.  (docente)', 'GILBERTO MEDEIROS RIBEIRO (docente)']"
15,Observation of moiré superlattices on twisted bilayer graphene by scanning microwave impedance microscopy,2020,"['OHLBERG, DOUGLAS A.  A. ', 'GONCALVES DO REGO, CASSIO', 'JORIO, ADO', 'GILBERTO MEDEIROS RIBEIRO', 'GADELHA, ANDREIJ C. ', 'TAMIA, DIEGO', 'NETO, ELIEL G.  S. ', 'MIRANDA, DANIEL A. ', 'LEMOS, JESSICA S. ', 'SANTANA, FABIANO C. ', 'CAMPOS, LEONARDO C. ', 'RAMIREZ, JHONATTAN C. ']","['OHLBERG, DOUGLAS A.  A.  (externo)', 'GONCALVES DO REGO, CASSIO (docente)', 'JORIO, ADO (externo)', 'GILBERTO MEDEIROS RIBEIRO (docente)', 'GADELHA, ANDREIJ C.  (externo)', 'TAMIA, DIEGO (externo)', 'NETO, ELIEL G.  S.  (externo)', 'MIRANDA, DANIEL A.  (externo)', 'LEMOS, JESSICA S.  (externo)', 'SANTANA, FABIANO C.  (externo)', 'CAMPOS, LEONARDO C.  (externo)', 'RAMIREZ, JHONATTAN C.  (docente)']"
16,Análise de Sinais de EEG Durante Imagética Motora Usando Parâmetros  Espectrais Dinâmicos da Transformada Discreta de Hilbert,2020,"['HENRICO REIS BARBOSA', 'DANILO BARBOSA MELGES']","['HENRICO REIS BARBOSA (discente)', 'DANILO BARBOSA MELGES (docente)']"
17,Minimização do Artefato de Estímulo no Potencial Evocado Somato-Sensitivo por  Meio de Local Mean Decomposition e Transformada Wavelet Discreta,2020,"['LETICIA PEREIRA RESENDE', 'DANILO BARBOSA MELGES']","['LETICIA PEREIRA RESENDE (externo)', 'DANILO BARBOSA MELGES (docente)']"
18,Análise da Seletividade de Orientação por Meio da Potência e Teste F Espectral do  Potencial de Campo Local do wulst Visual de Corujas,2020,"['LUCAS ARIEL DA ROCHA CARVALHO', 'JEROME BARON', 'DANILO BARBOSA MELGES']","['LUCAS ARIEL DA ROCHA CARVALHO (egresso(s/o))', 'JEROME BARON (externo)', 'DANILO BARBOSA MELGES (docente)']"
19,Análise da Variabilidade da Frequência Cardíaca  e Classificação Baseadas em Métricas do Poincaré Plot,2020,"['MARCELO VIEIRA SANTOS', 'DANILO BARBOSA MELGES']","['MARCELO VIEIRA SANTOS (egresso(s/o))', 'DANILO BARBOSA MELGES (docente)']"
20,Aplicação da Técnica Local Mean Decomposition  a Sinais de ECG para Detecção das Ondas R,2020,"['MARIANA PIMENTA ADAIXO DE DEUS', 'DANILO BARBOSA MELGES']","['MARIANA PIMENTA ADAIXO DE DEUS (externo)', 'DANILO BARBOSA MELGES (docente)']"
21,Classificação de Sinais de Imagética Motora Utilizando   Empirical Mode Decomposition,2020,"['MAYRA MOTA MEDEIROS', 'DANILO BARBOSA MELGES']","['MAYRA MOTA MEDEIROS (externo)', 'DANILO BARBOSA MELGES (docente)']"
22,Posicionamento otimizado de remotas de medição para aprimorar a localização de faltas em redes de distribuição,2020,"['BRUNO PEREIRA', 'CLEVER PEREIRA', 'ALBERTO RESENDE DE CONTI']","['BRUNO PEREIRA (egresso(s/o))', 'CLEVER PEREIRA (docente)', 'ALBERTO RESENDE DE CONTI (docente)']"
23,Modelos para geração de sinais de oscilação de potência em linhas de transmissão para testes em relés de distância,2020,"['JOHNNY SOUZA ANDRADE', 'CLEVER PEREIRA', 'ALBERTO RESENDE DE CONTI']","['JOHNNY SOUZA ANDRADE (egresso(s/o))', 'CLEVER PEREIRA (docente)', 'ALBERTO RESENDE DE CONTI (docente)']"
24,Formulações analíticas e numéricas para caracterização do fenômeno oscilação de potência em linhas de transmissão,2020,"['JOHNNY SOUZA ANDRADE', 'CLEVER SEBASTIAO PEREIRA FILHO', 'ALBERTO RESENDE DE CONTI']","['JOHNNY SOUZA ANDRADE (egresso(s/o))', 'CLEVER SEBASTIAO PEREIRA FILHO (externo)', 'ALBERTO RESENDE DE CONTI (docente)']"
25,Análise comparativa da modelagem de sistema HVDC no ATP para o estudo de transitórios eletromagnéticos,2020,"['MARIA TEREZA CRISTELI SOUZA', 'SIDELMO MAGALHAES SILVA', 'ALBERTO RESENDE DE CONTI']","['MARIA TEREZA CRISTELI SOUZA (discente)', 'SIDELMO MAGALHAES SILVA (docente)', 'ALBERTO RESENDE DE CONTI (docente)']"
26,Minimal 3D Dubins Path with Bounded Curvature and Pitch Angle,2020,"['PETR VANA', 'ARMANDO ALVES NETO', 'JAN FAIGL', 'DOUGLAS GUIMARAES MACHARET']","['PETR VANA (externo)', 'ARMANDO ALVES NETO (docente)', 'JAN FAIGL (externo)', 'DOUGLAS GUIMARAES MACHARET (externo)']"
27,Investigation of Visual Reconstruction Techniques Using Mobile Robots in Confined Environments,2020,"['RAFAEL DA SILVA', 'THIAGO ROCHA', 'HECTOR AZPURUA', 'GUSTAVO PESSIN', 'ARMANDO ALVES NETO', 'GUSTAVO MEDEIROS FREITAS']","['RAFAEL DA SILVA (egresso(s/o))', 'THIAGO ROCHA (externo)', 'HECTOR AZPURUA (externo)', 'GUSTAVO PESSIN (externo)', 'ARMANDO ALVES NETO (docente)', 'GUSTAVO MEDEIROS FREITAS (docente)']"
28,A Novel Concept for Hybrid Unmanned Aerial Underwater Vehicles Focused on Aquatic Performance,2020,"['ALEXANDRE DE CAMPOS HORN', 'PEDRO PINHEIRO', 'CESAR BASTOS DA SILVA', 'ARMANDO ALVES NETO', 'PAULO LILLES JORGE DREWS JUNIOR', 'RICARDO B.  GRANDO']","['ALEXANDRE DE CAMPOS HORN (externo)', 'PEDRO PINHEIRO (externo)', 'CESAR BASTOS DA SILVA (egresso(s/o))', 'ARMANDO ALVES NETO (docente)', 'PAULO LILLES JORGE DREWS JUNIOR (egresso(s/o))', 'RICARDO B.  GRANDO (externo)']"
29,Visual-based Autonomous Unmanned Aerial Vehicle for Inspection in Indoor Environments,2020,"['RICARDO B.  GRANDO', 'NICOLAS BORTOLUZZI', 'PEDRO PINHEIRO', 'CESAR BASTOS DA SILVA', 'MARIANA PINEIRO', 'VIVIAN MISAKI AOKI', 'OTAVIO ZAUK', 'ARMANDO ALVES NETO', 'PAULO LILLES JORGE DREWS JUNIOR']","['RICARDO B.  GRANDO (externo)', 'NICOLAS BORTOLUZZI (externo)', 'PEDRO PINHEIRO (externo)', 'CESAR BASTOS DA SILVA (egresso(s/o))', 'MARIANA PINEIRO (externo)', 'VIVIAN MISAKI AOKI (externo)', 'OTAVIO ZAUK (externo)', 'ARMANDO ALVES NETO (docente)', 'PAULO LILLES JORGE DREWS JUNIOR (egresso(s/o))']"
30,Solar Energy Forecasting With Fuzzy Time Series Using High-Order Fuzzy Cognitive Maps,2020,"['ORANG, OMID', 'SILVA, RODRIGO', 'DE LIMA E SILVA, PETRONIO CANDIDO', 'FREDERICO GADELHA GUIMARAES']","['ORANG, OMID (discente)', 'SILVA, RODRIGO (egresso(s/o))', 'DE LIMA E SILVA, PETRONIO CANDIDO (egresso(s/o))', 'FREDERICO GADELHA GUIMARAES (docente)']"
31,Applying Genetic Programming to Improve Interpretability in Machine Learning Models,2020,"['FERREIRA, LEONARDO AUGUSTO', 'FREDERICO GADELHA GUIMARAES', 'SILVA, RODRIGO']","['FERREIRA, LEONARDO AUGUSTO (egresso(s/o))', 'FREDERICO GADELHA GUIMARAES (docente)', 'SILVA, RODRIGO (egresso(s/o))']"
32,Deep Learning para Detecção de Componentes em Alimentadores de Subestações,2020,"['OLIVEIRA, BRUNO', 'NETO, ABILIO', 'FERNANDINO, ROBERTO', 'COSTA, DIEGO', 'FREDERICO GADELHA GUIMARAES']","['OLIVEIRA, BRUNO (egresso(s/o))', 'NETO, ABILIO (externo)', 'FERNANDINO, ROBERTO (externo)', 'COSTA, DIEGO (externo)', 'FREDERICO GADELHA GUIMARAES (docente)']"
33,Optimization of a vehicle's electric fan parameters through evolutionary algorithms aiming a higher energy efficiency,2020,"['FELIPE AUGUSTO ROCHA DA SILVA', 'FREDERICO GADELHA GUIMARAES', 'RICARDO POLEY MARTINS FERREIRA']","['FELIPE AUGUSTO ROCHA DA SILVA (egresso(s/o))', 'FREDERICO GADELHA GUIMARAES (docente)', 'RICARDO POLEY MARTINS FERREIRA (externo)']"
34,Conveyor Belt Roller Failure Detection System based on Machine Learning,2020,"['EMANUEL BALDUINO DA CRUZ', 'AGNALDO JOSE DA ROCHA REIS', 'FREDERICO GADELHA GUIMARAES', 'SILVIA GRASIELLA MOREIRA ALMEIDA']","['EMANUEL BALDUINO DA CRUZ (externo)', 'AGNALDO JOSE DA ROCHA REIS (externo)', 'FREDERICO GADELHA GUIMARAES (docente)', 'SILVIA GRASIELLA MOREIRA ALMEIDA (egresso(s/o))']"
35,Machine Learning Applied to Fault Prediction in Off-Road Truck,2020,"['ALDILENE OLIVEIRA MAIA DIAS', 'MARCELO BRUNO DA SILVA DIAS', 'JODELSON AGUILAR SABINO', 'AGNALDO JOSE DA ROCHA REIS', 'FREDERICO GADELHA GUIMARAES']","['ALDILENE OLIVEIRA MAIA DIAS (externo)', 'MARCELO BRUNO DA SILVA DIAS (externo)', 'JODELSON AGUILAR SABINO (externo)', 'AGNALDO JOSE DA ROCHA REIS (externo)', 'FREDERICO GADELHA GUIMARAES (docente)']"
36,Séries Temporais Fuzzy do Tipo-2,2020,"['V.  E PINTO, ARTHUR CAIO', 'C.  L.  SILVA, PETRONIO', 'FREDERICO GADELHA GUIMARAES', 'P.  DE AGUIAR, EDUARDO']","['V.  E PINTO, ARTHUR CAIO (externo)', 'C.  L.  SILVA, PETRONIO (egresso(s/o))', 'FREDERICO GADELHA GUIMARAES (docente)', 'P.  DE AGUIAR, EDUARDO (externo)']"
37,Visão Computacional e Aprendizado de Máquina para Classificação de Componentes em Alimentadores de Subestações Elétricas,2020,"['SOARES OLIVEIRA, BRUNO ALBERTO', 'PEREIRA DE FARIA NETO, ABILIO', 'ARRUDA FERNANDINO, ROBERTO MARCIO', 'FERNANDES CARVALHO, ROGERIO', 'DE PROENCA COSTA, DIEGO', 'FREDERICO GADELHA GUIMARAES']","['SOARES OLIVEIRA, BRUNO ALBERTO (egresso(s/o))', 'PEREIRA DE FARIA NETO, ABILIO (externo)', 'ARRUDA FERNANDINO, ROBERTO MARCIO (externo)', 'FERNANDES CARVALHO, ROGERIO (externo)', 'DE PROENCA COSTA, DIEGO (externo)', 'FREDERICO GADELHA GUIMARAES (docente)']"
38,Rastreamento Ocular como Ferramenta para Melhorar o Diagnóstico do Autismo,2020,"['GIULIA ZANON DE CASTRO', 'BRUNO ALBERTO SOARES OLIVEIRA', 'RAMON PEREIRA', 'FREDERICO GADELHA GUIMARAES']","['GIULIA ZANON DE CASTRO (egresso(s/o))', 'BRUNO ALBERTO SOARES OLIVEIRA (egresso(s/o))', 'RAMON PEREIRA (externo)', 'FREDERICO GADELHA GUIMARAES (docente)']"
39,Predição de Risco de Doença Cardiovascular Como Estratégia de Prevenção Primária Utilizando Aprendizado de Máquina e Modelos Explicáveis,2020,"['BRUNO ALBERTO SOARES OLIVEIRA', 'GIULIA ZANON DE CASTRO', 'GIOVANNA LUIZA MEDINA FERREIRA', 'FREDERICO GADELHA GUIMARAES']","['BRUNO ALBERTO SOARES OLIVEIRA (egresso(s/o))', 'GIULIA ZANON DE CASTRO (egresso(s/o))', 'GIOVANNA LUIZA MEDINA FERREIRA (externo)', 'FREDERICO GADELHA GUIMARAES (docente)']"
40,Tomada de decisão multicritério para classificação de políticas de enfrentamento à COVID-19,2020,"['LUCAS PIMENTA DE SOUZA', 'MARCOS ANTONIO ALVES', 'PAULO VITOR DO CARMO BATISTA', 'PETRONIO CANDIDO DE LIMA E SILVA', 'FREDERICO GADELHA GUIMARAES']","['LUCAS PIMENTA DE SOUZA (egresso(s/o))', 'MARCOS ANTONIO ALVES (egresso(s/o))', 'PAULO VITOR DO CARMO BATISTA (egresso(s/o))', 'PETRONIO CANDIDO DE LIMA E SILVA (egresso(s/o))', 'FREDERICO GADELHA GUIMARAES (docente)']"
41,Desempenho de Linhas de Distribuição de 138 kV frente a Descargas Atmosféricas: Um Estudo de Caso de uma Linha Real,2020,"['HENRIQUE TASSARA CALENZANI', 'IVAN JOSE DA SILVA LOPES']","['HENRIQUE TASSARA CALENZANI (externo)', 'IVAN JOSE DA SILVA LOPES (docente)']"
42,MannAccess: A Novel Low Cost Assistive Educational Tool of Digital Image for Visually Impaired,2020,"['SVAIGEN, ALISSON RENAN', 'BINE, LAILLA MILAINNY SIQUEIRA', 'BINE, WUIGOR IVENS SIQUEIRA', 'LINNYER BEATRYS RUIZ AYLON']","['SVAIGEN, ALISSON RENAN (externo)', 'BINE, LAILLA MILAINNY SIQUEIRA (externo)', 'BINE, WUIGOR IVENS SIQUEIRA (externo)', 'LINNYER BEATRYS RUIZ AYLON (docente)']"
43,Teaching Computational Thinking to a Student with Attention Deficit Through Programming,2020,"['DA SILVA, FELIPPE FERNANDES', 'LINNYER BEATRYS RUIZ AYLON', 'FLOR, DANIELA ELOISE']","['DA SILVA, FELIPPE FERNANDES (externo)', 'LINNYER BEATRYS RUIZ AYLON (docente)', 'FLOR, DANIELA ELOISE (externo)']"
44,MannaAcademy: impulsionando o protagonismo feminino através de uma rede interinstitucional de extensão universitária,2020,"['FLOR, DANIELA ELOISE', 'DA CRUZ, EDUARDO HENRIQUE MOLINA', 'POSSEBOM, AYSLAN TREVIZAN', 'BELETI JUNIOR, CARLOS ROBERTO', 'HÜBNER, RODRIGO', 'GONCALVES, PAULO CESAR', 'DA SILVA, CESAR ALBERTO', 'LINNYER BEATRYS RUIZ AYLON']","['FLOR, DANIELA ELOISE (externo)', 'DA CRUZ, EDUARDO HENRIQUE MOLINA (externo)', 'POSSEBOM, AYSLAN TREVIZAN (externo)', 'BELETI JUNIOR, CARLOS ROBERTO (egresso(s/o))', 'HÜBNER, RODRIGO (externo)', 'GONCALVES, PAULO CESAR (externo)', 'DA SILVA, CESAR ALBERTO (egresso(s/o))', 'LINNYER BEATRYS RUIZ AYLON (docente)']"
45,O Uso de Sequências Didáticas no Ensino de Internet das Coisas: uma Experiência no Ensino Médio,2020,"['PINTO MOREIRA, ANDRE', 'ROBERTO BELETI JUNIOR, CARLOS', 'ELOISE FLOR, DANIELA', 'LINNYER BEATRYS RUIZ AYLON', 'JAIME ALVES, GABRIEL']","['PINTO MOREIRA, ANDRE (egresso(s/o))', 'ROBERTO BELETI JUNIOR, CARLOS (egresso(s/o))', 'ELOISE FLOR, DANIELA (externo)', 'LINNYER BEATRYS RUIZ AYLON (docente)', 'JAIME ALVES, GABRIEL (externo)']"
46,Internet das Coisas Robóticas: Desenvolvimento de um protótipo para o ensino de programação,2020,"['JAIME ALVES, GABRIEL', 'ROBERTO BELETI JUNIOR, CARLOS', 'PINTO MOREIRA, ANDRE', 'LINNYER BEATRYS RUIZ AYLON', 'ELOISE FLOR, DANIELA']","['JAIME ALVES, GABRIEL (externo)', 'ROBERTO BELETI JUNIOR, CARLOS (egresso(s/o))', 'PINTO MOREIRA, ANDRE (egresso(s/o))', 'LINNYER BEATRYS RUIZ AYLON (docente)', 'ELOISE FLOR, DANIELA (externo)']"
47,GeoIoD: Um Protocolo de Disseminação de Informação Geocast para Internet dos Drones,2020,"['LAILLA MILAINNY SIQUEIRA BINE', 'LUIZ FILIPE MENEZES VIEIRA', 'LINNYER BEATRYS RUIZ AYLON', 'ANTONIO ALFREDO F LOUREIRO']","['LAILLA MILAINNY SIQUEIRA BINE (externo)', 'LUIZ FILIPE MENEZES VIEIRA (externo)', 'LINNYER BEATRYS RUIZ AYLON (docente)', 'ANTONIO ALFREDO F LOUREIRO (externo)']"
48,MANNA-WUI: Um nó sensor versátil para a Internet das Coisas,2020,"['BINE, WUIGOR IVENS SIQUEIRA', 'LINNYER BEATRYS RUIZ AYLON']","['BINE, WUIGOR IVENS SIQUEIRA (externo)', 'LINNYER BEATRYS RUIZ AYLON (docente)']"
49,"MannaAcademy: Uma Rede de Estímulo à Participação e à Formação de Meninas e Mulheres para as Carreiras de Engenharias, Computação e Microeletrônica",2020,"['LINNYER BEATRYS RUIZ AYLON', 'DANIELA ELOISE FLOR', 'RODRIGO HUBNER', 'CESAR ALBERTO SILVA', 'CAMILA GONCALVES LEAL', 'CARLOS R.  BELETI JUNIOR', 'REGINALDO L.  RUSSINHOLI']","['LINNYER BEATRYS RUIZ AYLON (docente)', 'DANIELA ELOISE FLOR (externo)', 'RODRIGO HUBNER (externo)', 'CESAR ALBERTO SILVA (egresso(s/o))', 'CAMILA GONCALVES LEAL (externo)', 'CARLOS R.  BELETI JUNIOR (egresso(s/o))', 'REGINALDO L.  RUSSINHOLI (externo)']"
50,Grupo MannaTeam: oportunizando meninas e mulheres a desbravarem a Internet das Coisas,2020,"['DANIELA ELOISE FLOR', 'CARLOS R.  BELETI JUNIOR', 'EDUARDO HENRIQUE MOLINA DA CRUZ', 'LINNYER BEATRYS RUIZ AYLON']","['DANIELA ELOISE FLOR (externo)', 'CARLOS R.  BELETI JUNIOR (egresso(s/o))', 'EDUARDO HENRIQUE MOLINA DA CRUZ (externo)', 'LINNYER BEATRYS RUIZ AYLON (docente)']"
51,Abordagem didática para a popularização da Internet das Coisas na Educação Básica,2020,"['MOREIRA, ANDRE PINTO', 'ALVES, GABRIEL JAIME', 'BELETI JUNIOR, CARLOS ROBERTO', 'FLOR, DANIELA ELOISE', 'LINNYER BEATRYS RUIZ AYLON']","['MOREIRA, ANDRE PINTO (egresso(s/o))', 'ALVES, GABRIEL JAIME (externo)', 'BELETI JUNIOR, CARLOS ROBERTO (egresso(s/o))', 'FLOR, DANIELA ELOISE (externo)', 'LINNYER BEATRYS RUIZ AYLON (docente)']"
52,"Rede de estímulo à participação de meninas e mulheres nas áreas de Microeletrônica, Computação e Engenharias: experiência do projeto extensionista Manna Academy.",2020,"['ANA PAULA VIEIRA GUIMARAES', 'YASMIN DE ALMEIDA', 'ROBERTO BELETI JUNIOR, CARLOS', 'ELOISE FLOR, DANIELA', 'LINNYER BEATRYS RUIZ AYLON']","['ANA PAULA VIEIRA GUIMARAES (externo)', 'YASMIN DE ALMEIDA (externo)', 'ROBERTO BELETI JUNIOR, CARLOS (egresso(s/o))', 'ELOISE FLOR, DANIELA (externo)', 'LINNYER BEATRYS RUIZ AYLON (docente)']"
53,MannaTeam: a case of interinstitutional collaborative learning and Education 5.0,2020,"['FLOR, DANIELA ELOISE', 'HENRIQUE MOLINA DA CRUZ, EDUARDO', 'POSSEBOM, AYSLAN TREVIZAN', 'ROBERTO BELETI JUNIOR, CARLOS', 'HUBNER, RODRIGO', 'LINNYER BEATRYS RUIZ AYLON']","['FLOR, DANIELA ELOISE (externo)', 'HENRIQUE MOLINA DA CRUZ, EDUARDO (externo)', 'POSSEBOM, AYSLAN TREVIZAN (externo)', 'ROBERTO BELETI JUNIOR, CARLOS (egresso(s/o))', 'HUBNER, RODRIGO (externo)', 'LINNYER BEATRYS RUIZ AYLON (docente)']"
54,Análise de Aprendizagem da Metodologia Hands-on-Tec Baseada em Mineração de Dados,2020,"['INES BARAO FERREIRA MIYAMOTO', 'RODRIGO CLEMENTE THOM DE SOUZA', 'LINNYER BEATRYS RUIZ AYLON']","['INES BARAO FERREIRA MIYAMOTO (externo)', 'RODRIGO CLEMENTE THOM DE SOUZA (externo)', 'LINNYER BEATRYS RUIZ AYLON (docente)']"
55,Gain-scheduled control of nonlinear sampled-data systems: A Wirtinger-based approach,2020,"['OLIVEIRA, V. ', 'LUCIANO ANTONIO FREZZATO SANTOS']","['OLIVEIRA, V.  (externo)', 'LUCIANO ANTONIO FREZZATO SANTOS (docente)']"
