,TITLE,YEAR,AUTHOR,CLASSIFIED_AUTHORS
123,Análise da Compensação Feed-forward em Dispositivos Formadores de Rede Monofásico,2020,"['GUEDES COTA, LUCIANO', 'NEVES MAIA, YASMINE', 'LAGE ALMEIDA DIAS, ANDRE', 'GABRIEL AZEVEDO FOGLI', 'DIAS NETO DE SOUZA, IGOR']","['GUEDES COTA, LUCIANO (egresso(s/o))', 'NEVES MAIA, YASMINE (discente)', 'LAGE ALMEIDA DIAS, ANDRE (externo)', 'GABRIEL AZEVEDO FOGLI (docente)', 'DIAS NETO DE SOUZA, IGOR (externo)']"
124,Set-based state estimation and fault diagnosis of linear discrete-time descriptor systems using constrained zonotopes,2020,"['BRENNER SANTANA REGO', 'DAVIDE MARTINO RAIMONDO', 'GUILHERME VIANNA RAFFO']","['BRENNER SANTANA REGO (egresso(s/o))', 'DAVIDE MARTINO RAIMONDO (externo)', 'GUILHERME VIANNA RAFFO (docente)']"
125,Distributed Parameterized Predictive Control for Multi-robot Curve Tracking,2020,"['GABRIEL VIANA PACHECO', 'LUCIANO CUNHA DE ARAUJO PIMENTA', 'GUILHERME VIANNA RAFFO']","['GABRIEL VIANA PACHECO (egresso(s/o))', 'LUCIANO CUNHA DE ARAUJO PIMENTA (docente)', 'GUILHERME VIANNA RAFFO (docente)']"
126,Robust optimal nonlinear control strategies for an aerial manipulator,2020,"['JUNIO EDUARDO MORAIS AQUINO', 'DANIEL NERI CARDOSO', 'GUILHERME VIANNA RAFFO']","['JUNIO EDUARDO MORAIS AQUINO (externo)', 'DANIEL NERI CARDOSO (egresso(s/o))', 'GUILHERME VIANNA RAFFO (docente)']"
127,MPC Based Feedback- Linearization Strategy of a Fixed- Wing UAV,2020,"['LEONARDO ANICIO ALVES PEREIRA', 'LUCIANO CUNHA DE ARAUJO PIMENTA', 'GUILHERME VIANNA RAFFO']","['LEONARDO ANICIO ALVES PEREIRA (discente)', 'LUCIANO CUNHA DE ARAUJO PIMENTA (docente)', 'GUILHERME VIANNA RAFFO (docente)']"
128,Explicit Model Predictive Control for a Tiltrotor UAV in Cargo Transportation Tasks,2020,"['RICHARD ANDRADE', 'ANTONIO FERRAMOSCA', 'JULIO ELIAS NORMEY RICO', 'GUILHERME VIANNA RAFFO']","['RICHARD ANDRADE (externo)', 'ANTONIO FERRAMOSCA (externo)', 'JULIO ELIAS NORMEY RICO (externo)', 'GUILHERME VIANNA RAFFO (docente)']"
129,Novel Gaussian State Estimator based on H2 Norm and Steady-State Variance,2020,"['ALESI AUGUSTO DE PAULA', 'VICTOR COSTA DA SILVA CAMPOS', 'GUILHERME VIANNA RAFFO', 'BRUNO OTAVIO SOARES TEIXEIRA']","['ALESI AUGUSTO DE PAULA (egresso(s/o))', 'VICTOR COSTA DA SILVA CAMPOS (docente)', 'GUILHERME VIANNA RAFFO (docente)', 'BRUNO OTAVIO SOARES TEIXEIRA (docente)']"
130,The True Unit Power Factor Converter with Flexible Arrangement for Battery Energy Systems: Series and Separate DC bus connection,2020,"['PARREIRAS, THIAGO M. ', 'ALVES, MARCOS H.  DA S. ', 'ALMEIDA, CAMILA E. ', 'SILVA, SIDELMO M. ', 'BRAZ DE JESUS CARDOSO FILHO']","['PARREIRAS, THIAGO M.  (egresso(s/o))', 'ALVES, MARCOS H.  DA S.  (egresso(s/o))', 'ALMEIDA, CAMILA E.  (egresso(s/o))', 'SILVA, SIDELMO M.  (docente)', 'BRAZ DE JESUS CARDOSO FILHO (docente)']"
131,Aplicação do Retifiador True Unity Power Factor em Estações de Carregamento Ultrarrápidas,2020,"['A.  DE L.  BRANDAO, DENER', 'M.  PARREIRAS, THIAGO', 'A.  PIRES, IGOR', 'BRAZ DE JESUS CARDOSO FILHO']","['A.  DE L.  BRANDAO, DENER (externo)', 'M.  PARREIRAS, THIAGO (egresso(s/o))', 'A.  PIRES, IGOR (docente)', 'BRAZ DE JESUS CARDOSO FILHO (docente)']"
132,Catastrophic Failure Prediction for Phase Control Thyristors in AC Pulsed Power Applications,2020,"['AMARAL, FERNANDO', 'SILVA, SIDELMO', 'CONCEICAO, CLAUDIO', 'GUIMARAES, GUSTAVO', 'INACIO, CLEBER', 'BRAZ DE JESUS CARDOSO FILHO']","['AMARAL, FERNANDO (egresso(s/o))', 'SILVA, SIDELMO (docente)', 'CONCEICAO, CLAUDIO (egresso(s/o))', 'GUIMARAES, GUSTAVO (egresso(s/o))', 'INACIO, CLEBER (externo)', 'BRAZ DE JESUS CARDOSO FILHO (docente)']"
133,The True Unity Power Factor Converter for BOF Charging Cranes,2020,"['PARREIRAS, THIAGO M. ', 'DA S.  ALVES, MARCOS H. ', 'BASTOS, RODRIGO R. ', 'PIRES, IGOR A. ', 'BRAZ DE JESUS CARDOSO FILHO']","['PARREIRAS, THIAGO M.  (egresso(s/o))', 'DA S.  ALVES, MARCOS H.  (egresso(s/o))', 'BASTOS, RODRIGO R.  (egresso(s/o))', 'PIRES, IGOR A.  (docente)', 'BRAZ DE JESUS CARDOSO FILHO (docente)']"
134,Design and Verification of a Parameterizable Interleaver and Deinterleaver for Visible Light Communication,2020,"['MATEUS GONCALVES SILVA', 'GABRIEL R T ARAUJO', 'ELISA S BACELAR', 'RICARDO DE OLIVEIRA DUARTE']","['MATEUS GONCALVES SILVA (egresso(s/o))', 'GABRIEL R T ARAUJO (externo)', 'ELISA S BACELAR (externo)', 'RICARDO DE OLIVEIRA DUARTE (docente)']"
135,Dimensionamento e arranjo de baterias em um sistema de propulsão aeronáutica e as tendências para o futuro,2020,"['VIEIRA COUTINHO, HUDSON', 'AZEVEDO, DANILO', 'THALES ALEXANDRE CARVALHO MAIA']","['VIEIRA COUTINHO, HUDSON (externo)', 'AZEVEDO, DANILO (externo)', 'THALES ALEXANDRE CARVALHO MAIA (docente)']"
136,In-Wheel Traction Motor: a Case Study for Formula SAE Electric,2020,"['REGIS GUIA, ABRAAO', 'A.  SILVA, RAFAEL', 'A.  PIRES, IGOR', 'THALES ALEXANDRE CARVALHO MAIA']","['REGIS GUIA, ABRAAO (externo)', 'A.  SILVA, RAFAEL (egresso(s/o))', 'A.  PIRES, IGOR (docente)', 'THALES ALEXANDRE CARVALHO MAIA (docente)']"
137,A Long Term Evaluation of Photovoltaic Systems under Power Quality Problems,2020,"['M.  Q.  SILVA, FERNANDA', 'A.  PIRES, IGOR', 'THALES ALEXANDRE CARVALHO MAIA']","['M.  Q.  SILVA, FERNANDA (discente)', 'A.  PIRES, IGOR (docente)', 'THALES ALEXANDRE CARVALHO MAIA (docente)']"
138,Inversor operando em modo isolado com compartilhamento de carga pelo controle droop,2020,"['RENATA CRISTINA SILVA', 'VITOR GOMES NEVES', 'FELIPE DANIEL DOS SANTOS', 'CLODUALDO V DE SOUSA', 'SELEME ISAAC SELEME JUNIOR']","['RENATA CRISTINA SILVA (egresso(s/o))', 'VITOR GOMES NEVES (externo)', 'FELIPE DANIEL DOS SANTOS (externo)', 'CLODUALDO V DE SOUSA (externo)', 'SELEME ISAAC SELEME JUNIOR (docente)']"
139,Aplicação do Retificador True Unit Power Factor em Estações de Carregamento Ultrarrápido,2020,"['DENER AUGUSTO DE LISBOA BRANDAO', 'THIAGO PARREIRAS', 'IGOR AMARIZ PIRES', 'BRAZ']","['DENER AUGUSTO DE LISBOA BRANDAO (externo)', 'THIAGO PARREIRAS (egresso(s/o))', 'IGOR AMARIZ PIRES (docente)', 'BRAZ (externo)']"
140,A Long Term Evaluation of Photovoltaic Systems under Power Quality Problems,2020,"['FERNANDA MOURA QUINTAO SILVA', 'IGOR AMARIZ PIRES', 'THALES ALEXANDRE CARVALHO MAIA']","['FERNANDA MOURA QUINTAO SILVA (discente)', 'IGOR AMARIZ PIRES (docente)', 'THALES ALEXANDRE CARVALHO MAIA (docente)']"
141,In-Wheel Traction Motor: a Case Study for Formula SAE Electric,2020,"['ABRAAO REGIS GUIA', 'RAFAEL ATILA SILVA', 'IGOR AMARIZ PIRES', 'THALES ALEXANDRE CARVALHO MAIA']","['ABRAAO REGIS GUIA (externo)', 'RAFAEL ATILA SILVA (egresso(s/o))', 'IGOR AMARIZ PIRES (docente)', 'THALES ALEXANDRE CARVALHO MAIA (docente)']"
142,The True Unity Power Factor Converter for BOF Charging Cranes,2020,"['PARREIRAS, THIAGO M. ', 'DA S.  ALVES, MARCOS H. ', 'BASTOS, RODRIGO R. ', 'IGOR AMARIZ PIRES', 'FILHO, BRAZ DE J.  C. ']","['PARREIRAS, THIAGO M.  (egresso(s/o))', 'DA S.  ALVES, MARCOS H.  (egresso(s/o))', 'BASTOS, RODRIGO R.  (egresso(s/o))', 'IGOR AMARIZ PIRES (docente)', 'FILHO, BRAZ DE J.  C.  (docente)']"
143,Proposta de uma abordagem multiobjetivo para o projeto de dimensionamento de redes de gás natural,2020,"['LARA TOLEDO CORDEIRO', 'LUCAS DE SOUZA BATISTA']","['LARA TOLEDO CORDEIRO (egresso(s/o))', 'LUCAS DE SOUZA BATISTA (docente)']"
144,Time to Event Analysis for Failure Causes in Electrical Power Distribution Systems,2020,"['S.  S.  FOGLIATTO, MATHEUS', 'DESUO N. , LUIZ', 'R.  M.  RIBEIRO, RAFAEL', 'M.  O.  SANTOS, TALYSSON', 'B.  A.  LONDON JR. , JOAO', 'MICHEL BESSANI', 'D.  MACIEL, CARLOS']","['S.  S.  FOGLIATTO, MATHEUS (externo)', 'DESUO N. , LUIZ (externo)', 'R.  M.  RIBEIRO, RAFAEL (externo)', 'M.  O.  SANTOS, TALYSSON (externo)', 'B.  A.  LONDON JR. , JOAO (externo)', 'MICHEL BESSANI (docente)', 'D.  MACIEL, CARLOS (externo)']"
145,Electric Power Distribution Maintenance Crews Routing for Fault Location: Time to Bite the Road-Network Disruptions Bullet,2020,"['DESUO N. , LUIZ', 'S.  S.  FOGLIATTO, MATHEUS', 'MICHEL BESSANI', 'Z.  FANUCCHI, RODRIGO', 'D.  MACIEL, CARLOS']","['DESUO N. , LUIZ (externo)', 'S.  S.  FOGLIATTO, MATHEUS (externo)', 'MICHEL BESSANI (docente)', 'Z.  FANUCCHI, RODRIGO (externo)', 'D.  MACIEL, CARLOS (externo)']"
146,Análise do Efeito de Incertezas de Tempo Aplicadas ao Problema de Roteamento de Veículos com Janelas de Atendimento,2020,"['PEDRO DE MENDONCA MAIA', 'MICHEL BESSANI']","['PEDRO DE MENDONCA MAIA (discente)', 'MICHEL BESSANI (docente)']"
147,Exploratory Factor Analysis of Distribution Networks Characterization by Metrics of Complex Networks Theory,2020,"['MICHEL BESSANI', 'DIEGO ALVES DA MATA']","['MICHEL BESSANI (docente)', 'DIEGO ALVES DA MATA (externo)']"
148,Restabelecimento de Sistemas de Distribuição - Abordagem Híbrida de Algoritmo Genético e Busca Local,2020,"['DIEGO ALVES DA MATA', 'MICHEL BESSANI']","['DIEGO ALVES DA MATA (externo)', 'MICHEL BESSANI (docente)']"
149,Estudo de Fatores Relativos à Resiliência de Sistemas de Distribuição de Energia,2020,"['SAMUELE MACHADO GROSSI', 'MICHEL BESSANI']","['SAMUELE MACHADO GROSSI (externo)', 'MICHEL BESSANI (docente)']"
150,Análise espacial do mercado imobiliário de Belo Horizonte,2020,"['CELIO GABRIEL FERREIRA SILVA', 'MICHEL BESSANI']","['CELIO GABRIEL FERREIRA SILVA (externo)', 'MICHEL BESSANI (docente)']"
151,Robust quadcopter control with artificial vector fields,2020,"['ADRIANO M.  C.  REZENDE', 'VINICIUS MARIANO GONCALVES', 'ARTHUR HENRIQUE DIAS NUNES', 'LUCIANO CUNHA DE ARAUJO PIMENTA']","['ADRIANO M.  C.  REZENDE (egresso(s/o))', 'VINICIUS MARIANO GONCALVES (docente)', 'ARTHUR HENRIQUE DIAS NUNES (externo)', 'LUCIANO CUNHA DE ARAUJO PIMENTA (docente)']"
152,Discrete Event System Control in Max-Plus Algebra : Application to Manufacturing Systems,2020,"['GABRIEL FREITAS DE OLIVEIRA', 'RENATO MARKELE FERREIRA CANDIDO', 'VINICIUS MARIANO GONCALVES', 'CARLOS ANDREY MAIA', 'BERTRAND COTTENCEAU', 'LAURENT HARDOUIN']","['GABRIEL FREITAS DE OLIVEIRA (externo)', 'RENATO MARKELE FERREIRA CANDIDO (externo)', 'VINICIUS MARIANO GONCALVES (docente)', 'CARLOS ANDREY MAIA (docente)', 'BERTRAND COTTENCEAU (externo)', 'LAURENT HARDOUIN (externo)']"
153,Methodology for the classification of an intraocular lens with an orthogonal bi-dimensional refractive sinusoidal profile,2020,"['DIOGO FERRAZ COSTA', 'DAVIES WILLIAM DE LIMA MONTEIRO']","['DIOGO FERRAZ COSTA (egresso(s/o))', 'DAVIES WILLIAM DE LIMA MONTEIRO (docente)']"
154,Classification and performance estimation of an intraocular lens with an orthogonal bidimensional refractive sinusoidal profile,2020,"['DIOGO FERRAZ COSTA', 'DAVIES WILLIAM DE LIMA MONTEIRO']","['DIOGO FERRAZ COSTA (egresso(s/o))', 'DAVIES WILLIAM DE LIMA MONTEIRO (docente)']"
155,Improved circuitry of integrated bouncing pixel for high dynamic-range optical receivers,2020,"['GUILHERME SAFAR FERREIRA', 'PABLO NUNES AGRA BELMONTE', 'DAVIES WILLIAM DE LIMA MONTEIRO']","['GUILHERME SAFAR FERREIRA (externo)', 'PABLO NUNES AGRA BELMONTE (egresso(s/o))', 'DAVIES WILLIAM DE LIMA MONTEIRO (docente)']"
